strategy,budget,best_new_fom_mean,best_new_fom_median,best_new_fom_q025,best_new_fom_q975,probability_improves_initial_best,top5_recovered_mean,hypervolume_gain_mean,hypervolume_gain_q025,hypervolume_gain_q975,permutations_best_and_recovery,permutations_hypervolume
random_without_replacement,10,0.3350267951520275,0.3530094910095711,0.26803954702514565,0.3591703782490195,0.649415,1.99707,0.031823079197819015,0.006556080317121626,0.05434489718540214,200000,20000
random_without_replacement,20,0.35643127667176616,0.3591703782490195,0.3091772550887466,0.3591703782490195,0.967125,3.996225,0.05163016464370296,0.021997446089751627,0.0580315483382563,200000,20000
random_without_replacement,25,0.3591703782490195,0.3591703782490195,0.3591703782490195,0.3591703782490195,1.0,5.0,0.0580315483382563,0.0580315483382563,0.0580315483382563,200000,20000
